trial,threshold,use_past_y,use_graph,use_comments,precision_class_1,recall_class_1,precision_class_0,recall_class_0,f1_class_1,f1_class_0,macro_f1,accuracy
6,0.35,True,True,True,0.7553648068615497,0.9255039439007406,0.9948826008422668,0.9797237208745007,0.8318235476244321,0.9872449691610693,0.9095342583927507,0.9762883186340332
4,0.35,True,False,True,0.7216564833623785,0.9316389132258402,0.9952827335948017,0.9756921799958642,0.8133129254493375,0.9853900914013171,0.8993515084253273,0.972900927066803
5,0.35,True,True,False,0.7519260400558404,0.8553900087567451,0.9901256732489586,0.9809094681917466,0.800327998294188,0.9854960190636138,0.8929120086789009,0.9729564785957336
3,0.35,True,False,False,0.7463712757773387,0.8562664329460451,0.9901790526372896,0.9803165945331236,0.797551015425163,0.9852231374651285,0.8913870764451457,0.972456693649292
2,0.35,False,True,True,0.7523364485910997,0.7055214723864548,0.9801629472186916,0.9842888480458977,0.7281772903400437,0.9822215598567107,0.8551994250983772,0.966625988483429
1,0.35,False,False,True,0.6704035874389358,0.7861524978020495,0.985362927413926,0.973854271654133,0.7236788978091175,0.9795747929839043,0.8516268453965109,0.9619613885879517
